paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
37454610,Repetitive transcranial magnetic stimulation for smoking cessation: Next steps for translation and implementation into clinical practice.,2023,COI Declared,Positive,Positive,cessation; effectiveness,,
37442760,Should Tobacco-Related Marketing on Social Media Have Stronger Restrictions? Commentary.,2023,Independent,Not coded,Positive,effective ,,
37432430,Cytisinicline for Smoking Cessation: A Randomized Clinical Trial.,2023,Independent,Mixed,Mixed,cessation; efficacy,dependence; nicotine dependence,
37410879,Changes in Tobacco Dependence and Association With Onset and Progression of Use by Product Type From Waves 1 to 3 of the Population Assessment of Tobacco and Health (PATH) Study.,2023,COI Declared,Not coded,Negative,,dependence,
37403047,"Varenicline and counseling for vaping cessation: a double-blind, randomized, parallel-group, placebo-controlled trial.",2023,Tobacco Company,Positive,Positive,cessation; quit; abstinence; effectiveness; efficacy,,
37389872,Use of Electronic Nicotine Delivery Systems or Cigarette Smoking After US Food and Drug Administration-Prioritized Enforcement Against Fruit-Flavored Cartridges.,2023,Independent,Not coded,Not applicable,,,
37385739,"Presence of flavoured electronic nicotine delivery system (ENDS) products in US ENDS advertisements, 2015-2020: a content analysis.",2023,Tobacco Company,Not coded,Not applicable,,,
37369803,Author Correction: An abuse liability assessment of the glo tobacco heating product in comparison to combustible cigarettes and nicotine replacement therapy.,2023,Tobacco Company,Not coded,Not applicable,,,
37338956,The Effects of Scheduled Smoking Reduction and Precessation Nicotine Replacement Therapy on Smoking Cessation: Randomized Controlled Trial With Compliance.,2023,Independent,Positive,Mixed,cessation; quit smoking; quitting; abstinence; effectiveness,withdrawal; craving,
37338204,IQOS Marketing Strategies and Expenditures in the United States From Market Entrance in 2019 to Withdrawal in 2021.,2023,COI Declared,Not coded,Negative,,withdrawal,
37335995,"Different doses, durations and modes of delivery of nicotine replacement therapy for smoking cessation.",2023,COI Declared,Not coded,Neutral,cessation; quit ; quitting; stopping smoking; improve,,further research; no clear
37335274,Quick nic: novel smokeless nicotine products and pediatric trends.,2023,Independent,Negative,Negative,,addiction; dependence; detrimental; nicotine addiction,
37331989,Association of Vaping Identity and e-Cigarette Perceptions among Young Adults Who Vape.,2023,Independent,Not coded,Not applicable,,,
37294249,Effects of a Reduced Risk Claim on Adolescents' Smokeless Tobacco Perceptions and Willingness to Use.,2023,Independent,Not coded,Not applicable,,,
37293565,"Nicotine pouch awareness, use and perceptions among young adults from six metropolitan statistical areas in the United States.",2023,Independent,Not coded,Positive,favorably,,
37263111,What are the harms of vaping in young people who have never smoked?,2023,Independent,Not coded,Not applicable,,,
37255760,"The risk profile of electronic nicotine delivery systems, compared to traditional cigarettes, on oral disease: a review.",2023,Independent,Neutral,Neutral,safer,,further research
37251760,A Lightweight convolutional neural network for nicotine prediction in tobacco by near-infrared spectroscopy.,2023,Independent,Not coded,Positive,improve,,
37249753,"Biomarkers of exposure and potential harm in exclusive users of electronic cigarettes and current, former, and never smokers.",2023,Independent,Positive,Not applicable,,,
37230897,Smoke and mirrors? Conflict of interest declarations in tobacco and e-cigarette-related academic publications.,2023,Independent,Not coded,Not applicable,,,
37228113,Hierarchical association of COPD to principal genetic components of biological systems.,2023,COI Declared,Not coded,Not applicable,,,
37226851,"How has Expenditure on Nicotine Products Changed in a Fast-Evolving Marketplace? A Representative Population Survey in England, 2018-2022.",2023,COI Declared,Not coded,Not applicable,,,
37223550,"An examination of quitting smoking as a reason for vaping by the type of nicotine vaping device used most often among adults who smoke and vape: Findings from the Canada, England and the United States 2020 ITC Smoking and Vaping Survey.",2023,COI Declared,Positive,Positive,quit smoking; quitting,,
37220140,"Impact of the cost-of-living crisis on the nature of attempts to stop smoking and to reduce alcohol consumption in Great Britain: A representative population survey, 2021-2022.",2023,COI Declared,Not coded,Neutral,stop smoking,,limited evidence
37215195,Electronic Nicotine Delivery System flavor use over time by age group in the US: A longitudinal analysis.,2023,COI Declared,Not coded,Not applicable,,,
37211959,Tobacco use and cancer-related symptom burden: Analysis of the US Population Assessment of Tobacco and Health Study.,2023,COI Declared,Negative,Negative,,cancer; burden,
37204582,Effects of the grade/price and thickness of cigarette on the PM2.5 concentration of smoke.,2023,Independent,Not coded,Not applicable,,,
37195899,Individual and Conjoint Factors Associated With Beliefs About the Harmfulness of Nicotine Replacement Therapies Relative to Combustible Cigarettes Among People Who Smoke: Findings From the 2020 ITC Four Country Smoking and Vaping Survey.,2023,COI Declared,Mixed,Mixed,cessation; less harmful; effective ,harmful,
37184532,"The associations between cigarette smoking behavior and the use of heated tobacco products among Arab cigarette smokers: Findings from Saudi Arabia, Egypt, Kuwait, and Yemen.",2025,Independent,Not coded,Negative,,industry tactics,
37182662,Latent Class Analysis of Prenatal Substance Exposure and Child Behavioral Outcomes.,2023,COI Declared,Negative,Not applicable,,,
37156636,Indicators of Tobacco Dependence Among Youth: Findings From Wave 1 (2013-2014) of the Population Assessment of Tobacco and Health Study.,2023,Tobacco Company,Not coded,Negative,,dependence,
37156634,A Secondary Analysis of a Preliminary Contingency Management Intervention for Presurgical Cancer Patients: Evaluating Individual Participant Data.,2023,COI Declared,Positive,Positive,abstinence; effective; efficacy; successful,,
37119795,Electronic device or regulated tobacco product? Learning from the diffusion of heated tobacco products in Spain.,2023,Independent,Not coded,Not applicable,,,
37116761,Current tobacco smoking and risk of SARS-CoV-2 infection and hospitalization: Evaluating the role of socio-demographic factors and comorbidities.,2023,COI Declared,Positive,Positive,lower risk,,
37093383,Investigation of adsorption and biosorption features of bio-functionalized poly(GMA-Co-EGDMA) polymer beads in the treatment of nicotine from tobacco industry.,2023,Independent,Not coded,Not applicable,,,
37061820,Nicotine Intake in Adult Pod E-cigarette Users: Impact of User and Device Characteristics.,2023,COI Declared,Negative,Negative,,dependence,
37061812,"Nicotine-Friend or Foe? The Complex Interplay Between Its Role in Dependence, Harm Reduction, and Risk Communication.",2023,COI Declared,Not coded,Not applicable,,,
37042345,Concurrent Choice Assessment of Preference and Substitutability of E-cigarettes and Heated Tobacco Products for Combustible Cigarettes Among African American and White Smokers.,2023,COI Declared,Not coded,Not applicable,,,
37034728,Multi-ancestry meta-analysis of tobacco use disorder prioritizes novel candidate risk genes and reveals associations with numerous health outcomes.,2023,COI Declared,Not coded,Negative,,heart disease,
37012576,Correlates of smoking during COVID-19 in the LGBTQI + cancer survivor population.,2024,COI Declared,Negative,Mixed,quitting,increased risk; cancer,
36961047,Assessing the Effectiveness of Tobacco 21 Laws to Reduce Underage Access to Tobacco: Protocol for a Repeated Multi-Site Study.,2023,COI Declared,Not coded,Not applicable,,,
36933895,From the tobacco industry's uses of science for public relations purposes to the alcohol industry: Tobacco industry documents study.,2023,Independent,Not coded,Not applicable,,,
36929029,"Trends in Nicotine Strength in Electronic Cigarettes Sold in the United States by Flavor, Product Type, and Manufacturer, 2017-2022.",2023,Independent,Not coded,Not applicable,,,
36925566,JUUL preference among Korean adult tobacco users and its effect on attempts to quit tobacco: A follow-up survey four months post JUUL launch.,2023,Independent,Not coded,Not applicable,,,
36918392,Reigniting tobacco control: returning Australia to the front of the pack.,2023,COI Declared,Not coded,Negative,,exploiting,
36901533,"Classification, Perception, and Toxicity of Emerging Flavored Oral Nicotine Pouches.",2023,Independent,Not coded,Not applicable,,,
36897818,A Systematic Review of Analytical Methods for the Separation of Nicotine Enantiomers and Evaluation of Nicotine Sources.,2023,Independent,Not coded,Not applicable,,,
36878414,E-Cigarette Screening in Primary Care.,2023,Independent,Not coded,Not applicable,,,
36862467,The Vaping and Patterns of e-Cigarette Use Research Study: Protocol for a Web-Based Cohort Study.,2023,COI Declared,Not coded,Positive,benefits,,
36861212,[Trapping array-based preparative two-dimensional liquid chromatography for the purification of four components in tobacco leaves].,2023,Independent,Not coded,Not applicable,,,
36857841,Change in E-cigarette risk perception and smoking behavior of Black and Latinx individuals who smoke.,2023,COI Declared,Not coded,Positive,benefits,,
36852436,Nicotine Dependence among Current Cigarette Smokers Who Use E-Cigarettes and Cannabis.,2023,COI Declared,Negative,Negative,,dependence; nicotine dependence,
36843364,An analysis of key stakeholder policy perspectives in the proposed e-cigarette regulations in New Zealand.,2023,Independent,Not coded,Positive,cessation,,
36821083,Key Challenges and Recommendations for,2023,Tobacco Company,Not coded,Not applicable,,,
36815769,"The Effects of Nicotine- and Cigarette-Related Products on Osteogenesis, Bone Formation, and Bone Mineralization: A Systematic Review.",2023,Independent,Not coded,Not applicable,,,
36795024,Carbonyl Emissions and Heating Temperatures across 75 Nominally Identical Electronic Nicotine Delivery System Products: Do Manufacturing Variations Drive Pulmonary Toxicant Exposure?,2023,COI Declared,Not coded,Negative,,toxicant,
36790840,Tobacco-Derived Nicotine Pouch Brands and Marketing Messages on Internet and Traditional Media: Content Analysis.,2023,Independent,Not coded,Not applicable,,,
36767698,E-Cigarette Quit Attempts and Experiences in a Convenience Sample of Adult Users.,2023,COI Declared,Positive,Positive,cessation; quit; successful,,
36767263,E-Cigarette Retailers' Use of Instagram in New Zealand: A Content Analysis.,2023,Independent,Not coded,Not applicable,,,
36750358,Nicotine pouches: a summary of regulatory approaches across 67 countries.,2023,Independent,Not coded,Not applicable,,,
36746604,The tobacco endgame for the Asia Pacific.,2023,Independent,Not coded,Not applicable,,,
38647817,Cultivation and application of nicotine-degrading bacteria and environmental functioning in tobacco planting soil.,2023,Independent,Not coded,Not applicable,,,
36710461,E-cigarette cessation and transitions in combusted tobacco smoking status: longitudinal findings from the US FDA PATH Study.,2023,Independent,Neutral,Mixed,cessation; quitting; abstinence,relapse,mixed findings
36710199,Cost-Effectiveness of Smoking Cessation Approaches in Emergency Departments.,2023,COI Declared,Positive,Positive,cessation; quit ; effectiveness,,
36696567,Immunotherapeutic strategies for treating opioid use disorder and overdose.,2023,COI Declared,Not coded,Positive,effective ,,
36692328,"Do Tobacco Companies Have an Incentive to Promote ""Harm Reduction"" Products?: The Role of Competition.",2023,COI Declared,Not coded,Mixed,quit ; less harmful; safer,harmful,
36686374,Sales of Electronic Nicotine Delivery Systems (ENDS) and Cigarette Sales in the USA: A Trend Break Analysis.,2023,Tobacco Company,Not coded,Mixed,lower risk,burden,
40496959,Global survey of consumer organizations advocating for safer nicotine products.,2023,Independent,Positive,Positive,quit smoking; safer; successfully,,
36630411,Comparative Health Risk Assessment of Heated Tobacco Products versus Conventional Cigarettes.,2023,Independent,Neutral,Neutral,,harmful; toxic,further research
36629042,A Qualitative Study of the Implementation and Continued Delivery of Complete and Partial Smoke-Free Policies Across England's Prison Estate.,2023,Independent,Positive,Mixed,cessation; quitting; successful,addiction; nicotine addiction; relapse,
36624010,Responses of African American Individuals Who Use Menthol Cigarettes to Potential Flavored Tobacco Bans.,2023,Independent,Positive,Positive,quit smoking,,
36608694,Perceptions of and Experiences With Cigarette and E-Cigarette Use Among a Diverse Population of US Latino Adolescents and Young Adults.,2023,Tobacco Company,Not coded,Not applicable,,,
36592426,Actual Use Behavior Assessment of a Novel Puff Recording Electronic Nicotine Delivery System: Observation Study.,2023,Independent,Not coded,Not applicable,,,
41355899,Georgia's Tobacco Control Policy Regarding Novel Flavored Tobacco Products - A Comparison to Benchmarks from the European Context.,2023,Independent,Not coded,Mixed,"effective ; tobacco control, with the ""new generation"" tobacco control legislation adopted in 2017. the primary aim of this study is to investigate/analyze georgia's responses to addressing tobacco use in youth and identify gaps and challenges of georgian policy regarding the regulation of novel tobacco products through comparisons with european policy approaches. methods: this study identified policy documents specifying legislation (e.g., laws and bylaws, government documents, including state strategies and working plans, official announcements, and minutes from official meetings), through internet search engines, official legislative web pages, and ministry websites. comparative analysis was used to identify challenges in the tobacco control policy of georgia and assess its alignment with international standards. we compared the features of the georgian policy with key measures for regulating novel tobacco products outlined in the world health organization (who) framework convention on tobacco control (fctc) and european union (eu) legislation (e.g regulating tobacco product content and disclosure; packaging and labelling of tobacco products; tobacco advertising, promotion and sponsorship, tobacco industry interfare in tobacco control policy, etc.). results: considering the analysis of effective",industry interference,
38423964,[Not Available].,2023,Independent,Not coded,Not applicable,,,
36542679,A Novel Puff Recording Electronic Nicotine Delivery System for Assessing Naturalistic Puff Topography and Nicotine Consumption During Ad Libitum Use: Ancillary Study.,2023,Independent,Not coded,Not applicable,,,
36524899,Use of Swedish smokeless tobacco during pregnancy: A systematic review of pregnancy and early life health risk.,2023,Independent,Not coded,Not applicable,,,
36402463,Advocacy for Global Tobacco Control and Child Health.,2023,Independent,Not coded,Mixed,safer; successfully,deaths; secondhand smoke,
36378499,The Longitudinal Association Between Cigarette Coupon Receipt and Short-term Smoking Cessation Among US Adults.,2023,Independent,Positive,Positive,cessation; quit smoking; quitting; effective ,,
36308511,Influence of Disclosed and Undisclosed Funding Sources in Tobacco Harm Reduction Discourse: A Social Network Analysis.,2023,Independent,Not coded,Positive,harm reduction,,
36198098,Immediate Switching to Reduced Nicotine Cigarettes in a U.S.-Based Sample: The Impact on Cannabis Use and Related Variables at 20 Weeks.,2023,Independent,Not coded,Negative,,harmful; toxicants; carcinogens,
36149828,Tobacco Industry Claims About Transformation are Inconsistent With Combustible Cigarette Innovations: The Case of Flavor Capsule Cigarettes.,2023,Independent,Not coded,Not applicable,,,
35993570,"Bronchoalveolar Lavage (BAL) and Pathologic Assessment of Electronic Cigarette or Vaping Product Use-associated Lung Injury (EVALI): The EVALI-BAL Study, A Multicenter Cohort.",2023,COI Declared,Not coded,Not applicable,,,
35973789,"ENDS advertising expenditures in English language media in the USA, 2015-2020.",2023,Independent,Not coded,Not applicable,,,
35752091,Changes in Nicotine Dependence Among Smokers Using Electronic Cigarettes to Reduce Cigarette Smoking in a Randomized Controlled Trial.,2023,Independent,Negative,Mixed,reduction in cigarette,dependence; nicotine dependence; initiation,
35728932,Terms tobacco users employ to describe e-cigarette aerosol.,2023,COI Declared,Not coded,Not applicable,,,
35715171,Emerging ENDS products and challenges in tobacco control toxicity research.,2023,Independent,Neutral,Negative,,toxicants,
35672144,"Noticing people, discounts and non-tobacco flavours in e-cigarette ads may increase e-cigarette product appeal among non-tobacco-using young adults.",2023,Tobacco Company,Positive,Positive,cessation,,
35567797,Structure Elucidation and Quantitation of 11 N'-n-Acylnornicotines in Cherry-Red Tobacco.,2023,Independent,Not coded,Not applicable,,,
39935514,"""Don't Even Smoke But I'll Buy That"" Twitch as a New Venue for E-Cigarette Promotion.",2024,Independent,Negative,Mixed,effectiveness,harmful,
39816775,Anterior lumbar interbody fusion: patient selection and workup.,2024,Independent,Not coded,Positive,benefits,,
39787830,"The impact of non-tobacco e-cigarette flavoring on e-cigarette uptake, cigarette smoking reduction, and cessation: A secondary analysis of a nationwide clinical trial.",2025,COI Declared,Not coded,Not applicable,,,
39760165,Concerns Over Vuse e-Cigarette Digital Marketing and Implications for Public Health Regulation: Content Analysis.,2024,Independent,Not coded,Not applicable,,,
39759237,Optimizing tobacco quality and yield through the scientific application of organic-inorganic fertilizer in China: a meta-analysis.,2024,Independent,Not coded,Not applicable,,,
39737372,Characterization of the key aroma compounds in cigar filler tobacco leaves from different production regions.,2024,Independent,Not coded,Not applicable,,,
39733066,Integrated analysis of physiological and metabolic data uncovers essential dynamic mechanisms involved in the maturation of cigar tobacco leaves.,2024,COI Declared,Not coded,Not applicable,,,
39724711,Degradation of myosmine by a novel bacterial strain Sphingopyxis sp. J-6 and its degradation pathways.,2025,Independent,Not coded,Not applicable,,,
39723003,The hidden crisis: Health impacts of tobacco and nicotine products on Indian women.,2024,Independent,Positive,Positive,cessation,,
39700734,[Impact of new nicotine delivery devices on smoking trends consumption and health].,2025,Independent,Negative,Negative,,toxic,
39695820,Reduction of nicotine content in tobacco through microbial degradation: research progress and potential applications.,2024,Independent,Not coded,Not applicable,,,
39688869,Nicotine Pouch Use Among US Military Personnel.,2024,Independent,Not coded,Not applicable,,,
39680887,From Doubt to Confidence-Overcoming Fraudulent Submissions by Bots and Other Takers of a Web-Based Survey.,2024,COI Declared,Not coded,Negative,,exploited,
39656927,Artificial Sweeteners in US-Marketed Oral Nicotine Pouch Products: Correlation with Nicotine Contents and Effects on Product Preference.,2024,Independent,Not coded,Negative,,initiation,
39651538,Adolescents' Self-Reported Exposure to Advertisements for Flavored Tobacco Products After Implementation of a Statewide Ban on Flavored Tobacco Product Sales and Advertising in Massachusetts.,2026,COI Declared,Neutral,Neutral,,,no significant
39632078,"'O-ZYN-PIC' and 'ZYNCOIN': how viral marketing, tokenisation and trendjacking boosted Zyn popularity in the USA.",2024,Independent,Not coded,Not applicable,,,
39627024,Content analysis of marketing features in US nicotine pouch ads from 2021 to 2023.,2024,Tobacco Company,Not coded,Not applicable,,,
39624904,"Impact of Smokeless Oral Nicotine Products on Cardiovascular Disease: Implications for Policy, Prevention, and Treatment: A Policy Statement From the American Heart Association.",2025,Independent,Mixed,Mixed,cessation,addiction; dependence; nicotine addiction; initiation,
39624499,Analysis of the key component puff-by-puff transport in special segments and aerosol for electrical heated tobacco product.,2024,Independent,Not coded,Not applicable,,,
39624241,Tobacco/Isatis intercropping system improves soil quality and increase total production value.,2024,Independent,Not coded,Not applicable,,,
39621395,A comprehensive review on oral nicotine pouches: Available scientific evidence and future research needs.,2025,Tobacco Company,Mixed,Mixed,benefit,harmful; dependence; suppress; withdrawal,
39620536,Tobacco Industry Engagement in the House of Commons Science and Technology Select Committee E-Cigarettes Inquiry.,2024,Independent,Not coded,Neutral,,,further research
39608290,Prevalence and correlates of negative side effects from vaping nicotine: Findings from the 2020 ITC four country smoking and vaping survey.,2025,COI Declared,Not coded,Not applicable,,,
39600893,LC-MS/MS-based metabolic profiling: unraveling the impact of varying degrees of curing on metabolite transformations in tobacco.,2024,Independent,Not coded,Not applicable,,,
39595732,The Tax Incidence and Tax Pass-Through of Smokeless Tobacco in the US.,2024,Independent,Not coded,Not applicable,,,
39588526,Introduction of nicotine analogue-containing oral pouch products in the United States.,2024,COI Declared,Not coded,Not applicable,,,
39578809,Effect of fruit and mint flavored Rogue,2024,COI Declared,Positive,Positive,quitting,,
39569488,'It'll save your lungs': early insights into nicotine pouch use and perceptions among young Australians.,2024,COI Declared,Positive,Negative,,addictive,
39569484,Resisting industry narratives: guidance to avoid tobacco and nicotine industry framing.,2024,Independent,Not coded,Negative,,death,
39569481,Tobacco industry narratives of e-cigarette use in the UK: a qualitative framing analysis.,2024,Independent,Positive,Neutral,harm reduction,,insufficient evidence
39569475,A thematic analysis of tobacco industry responses to the Scottish Government's consultation on e-cigarette regulation.,2024,Independent,Not coded,Not applicable,,,
39567975,"Prevalence and uptake of vaping among people who have quit smoking: a population study in England, 2013-2024.",2024,COI Declared,Positive,Positive,quit ,,
39562253,The New Tobacco Companies Offensive: The Nicotine Pouches.,2025,COI Declared,Not coded,Not applicable,,,
39561997,Rolling clouds: the emerging landscape of mobile vape retail.,2024,Independent,Not coded,Not applicable,,,
39561788,[Code of conduct for dealing with the tobacco and nicotine industry - Impulse for action for scientific societies - A consensus document by the medical societies and organizations listed below].,2024,Independent,Not coded,Not applicable,,,
39543855,Reviving Old Tricks in New Tobacco Marketing: Presence of e-Cigarette Brand Names on Merchandise Promoted by Influencers on Social Media.,2025,Independent,Not coded,Not applicable,,,
39542719,Total and unprotonated (freebase) nicotine content in new types of oral 'tobacco-free' nicotine products.,2024,Independent,Not coded,Not applicable,,,
39524201,Barriers and opportunities for the expansion of smoke- and aerosol-free environment policies in Europe.,2024,Independent,Not coded,Not applicable,,,
39514616,"Examining the e-cigarette scenario based on distribution, availability, marketing, and banning: A GIS-Based qualitative study in Bangladesh.",2024,Independent,Not coded,Not applicable,,,
39502773,"Marketing for Sensa: A novel ""zero nicotine vapor product"" from a major tobacco company.",2024,Independent,Not coded,Not applicable,,,
39501451,A Health Economics Inquiry into Regulatory Constraints on the European Tobacco Market.,2024,Independent,Not coded,Not applicable,,,
39498210,"Electronic nicotine delivery system flavors, devices, and brands used by adults in the United States who smoke and formerly smoked in 2022: Findings from the United States International Tobacco Control Four Country Smoking and Vaping Survey.",2024,Tobacco Company,Positive,Positive,quit smoking,,
39495009,"New image, same tactics: global tobacco and vaping industry strategies to promote youth vaping.",2024,COI Declared,Negative,Not applicable,,,
39482655,"Use, perceptions, and effectiveness of e-cigarettes for smoking cessation among older adults in England: a population study, 2014-2024.",2024,COI Declared,Not coded,Positive,stop smoking; effectiveness,,
39471975,[Code of conduct for dealing with the tobacco and nicotine industry - Impulse for action for scientific societies - A consensus document by the medical societies and organizations listed below].,2024,Independent,Not coded,Not applicable,,,
39445126,Characterization of Volatile Organic Compounds and Aroma Sensory Properties in Yunnan Cigar.,2024,COI Declared,Not coded,Not applicable,,,
39402468,The formation of nicotine heterosis is mainly achieved by enhancing the nicotine transport capacity in hybrids.,2024,Independent,Not coded,Not applicable,,,
39401890,Global landscape of nicotine and tobacco products additives policies.,2024,Independent,Not coded,Not applicable,,,
39380373,Association of Neuromelanin-Sensitive MRI Signal With Lifetime Substance Use in Young Women.,2024,COI Declared,Not coded,Not applicable,,,
39372943,Introduction of Nicotine Analogue-Containing Oral Pouch Products in the United States.,2024,Independent,Not coded,Not applicable,,,
39366757,Affiliate marketing for nicotine products: Juice Head 'Share a Sale' programme and its implications.,2024,Tobacco Company,Not coded,Not applicable,,,
39366731,"Vaping among adults in England who have never regularly smoked: a population-based study, 2016-24.",2024,COI Declared,Not coded,Not applicable,,,
39315821,"Effect of nicotine mouth spray on urges to vape: A randomized, placebo-controlled, pharmacodynamic clinical trial in exclusive e-cigarette users.",2025,Independent,Not coded,Not applicable,,,
39314801,"The Impact of Heat-Not-Burn, E-Cigarettes, and Cigarettes on Small Airway Function.",2024,Independent,Not coded,Not applicable,,,
39304840,"Patterns and perceptions of vaping among adults living in social housing: a representative survey in Great Britain, 2023.",2024,Independent,Not coded,Positive,stop smoking; effective ,,
39302930,"Associations of e-cigarette advertising exposure with curiosity and susceptibility among U.S. adolescents: National Youth Tobacco Surveys, 2014-2020.",2024,COI Declared,Not coded,Not applicable,,,
39300504,Oral mucosal changes caused by nicotine pouches: case series.,2024,Independent,Not coded,Not applicable,,,
39294924,"Predictors of Cigar, Cigarillo, and Little Cigar Initiation Among Hip Hop-Identifying Youth.",2025,Independent,Not coded,Negative,,initiation,
39282529,Exposure to nicotine pouch marketing and nicotine pouch experimentation among U.S. adults who use commercial tobacco.,2024,Independent,Not coded,Not applicable,,,
39280665,"A global, propensity-score matched analysis of patients receiving inflatable penile prostheses and the risk of complications, infections, and re-interventions.",2024,Independent,Not coded,Negative,,higher risk,
39269702,Health Warnings on Instagram Advertisements for Synthetic Nicotine E-Cigarettes and Engagement.,2024,Independent,Not coded,Not applicable,,,
39261873,Tobacco and COPD: presenting the World Health Organization (WHO) Tobacco Knowledge Summary.,2024,COI Declared,Negative,Mixed,effective ,harmful,
39217253,Fine-mapping the CYP2A6 regional association with nicotine metabolism among African American smokers.,2025,COI Declared,Positive,Positive,improved,,
39195220,The Untapped Biomarker Potential of MicroRNAs for Health Risk-Benefit Analysis of Vaping vs. Smoking.,2024,Independent,Not coded,Not applicable,,,
39191473,"Sports, Gigs, and TikToks: Multichannel Advertising of Oral Nicotine Pouches.",2024,Independent,Positive,Positive,reduced harm,,
39185515,E-cigarette market share by nicotine claims.,2024,Independent,Not coded,Negative,,addiction,
39135961,The history of smoking cessation support in Hungary: A narrative review.,2024,Independent,Not coded,Mixed,"tobacco control interventions defined by the who framework convention on tobacco control (who fctc) in place, smoking prevalence in 2019 was high (27%) and has not decreased since 2014. therefore, greater emphasis should be placed on addressing and treating smokers. adequate and regular funding for established counselling services and nicotine withdrawal treatment is essential to achieve progress",withdrawal,
39132445,Marketing of nicotinamide as nicotine replacement in electronic cigarettes and smokeless tobacco.,2024,Independent,Not coded,Not applicable,,,
39110455,"""Denicotinized"" Tobacco.",2024,Independent,Not coded,Not applicable,,,
39070598,"A case for increasing taxes on cigarettes, vapes and oral nicotine pouches, Kenya.",2024,Independent,Not coded,Not applicable,,,
39064277,Snus Use in Adolescents: A Threat to Oral Health.,2024,Independent,Not coded,Not applicable,,,
39047652,Initiation of high-intensity drinking and subsequent substance use in young adulthood.,2024,COI Declared,Positive,Negative,,initiation,
39041523,A decomposition analysis of sociodemographic factors and non-cigarette tobacco use as contributors to the change in smoking rates in South Africa between 2017/18 and 2021.,2024,Independent,Not coded,Not applicable,,,
39037310,Metagenome-assembled bacterial genomes derived from various aging flue-cured tobacco samples.,2024,Independent,Not coded,Negative,,contamination,
39024798,"Education, organizational changes, and enforcement challenges of the 2019 flavored tobacco sales restriction in Massachusetts.",2024,COI Declared,Not coded,Not applicable,,,
39019543,"Trends in long term vaping among adults in England, 2013-23: population based study.",2024,COI Declared,Not coded,Not applicable,,,
39009013,The effect of tobacco tax increase on price-minimizing tobacco purchasing behaviours: A systematic review and meta-analysis.,2024,Independent,Not coded,Mixed,benefits,exacerbate,
38990571,Secondhand Nicotine Absorption From E-Cigarette Vapor vs Tobacco Smoke in Children.,2024,Independent,Not coded,Negative,,secondhand smoke,
38989961,Recognition of Online E-cigarette Marketing and E-cigarette-Related Attitudes and Behaviors Among Young Adults.,2024,COI Declared,Not coded,Positive,benefits,,
38978555,Maternal use of snus as smokeless tobacco in pregnancy and infant lung function.,2024,COI Declared,Not coded,Not applicable,,,
38970330,Shaping the Future: Proposed Bills to Regulate New and Emerging Tobacco and Nicotine Products in Latin America and the Caribbean Amidst Public Health Concerns and Industry Interests.,2024,Independent,Not coded,Not applicable,,,
38960071,The nicotine demethylase CYP82E4 is essential for the formation of red dapples on flue-cured leaves of cherry-red tobacco.,2024,Independent,Not coded,Negative,,suppression,
38957930,"Proposed Redefinition of ""Tobacco and Nicotine Industry"": An Industry Perspective.",2024,Independent,Not coded,Not applicable,,,
38956566,"Life's essential 8, genetic susceptibility, and risk of inflammatory bowel diseases: a population-based cohort study.",2024,Independent,Not coded,Not applicable,,,
38920142,Correction to: Commercial Tobacco and Nicotine Industry-Funded Research Has No Place in SRNT and Nicotine & Tobacco Research.,2024,Independent,Not coded,Not applicable,,,
38911348,Reduced nicotine in cigarettes in a marketplace with alternative nicotine systems: randomized clinical trial.,2024,COI Declared,Positive,Positive,benefit,,
38911068,Reasons for continued usage of ENDS: Differences by device and liquid characteristics among US adults.,2024,COI Declared,Negative,Mixed,cessation,addiction,
38905632,"Effect of Flavored on! Nicotine Pouch Products on Smoking Behaviors: Protocol for a Sequential, Multiple Assignment, Randomized Controlled Trial.",2024,Tobacco Company,Not coded,Not applicable,,,
38901968,E-cigarettes and harm reduction: a view from sub-Saharan Africa.,2024,Independent,Not coded,Not applicable,,,
38897725,Understanding the nicotine dose delivered by electronic nicotine delivery systems in a single puff: the importance of nicotine flux and puff duration.,2024,COI Declared,Positive,Positive,quit smoking; improved; benefit,,
38897583,Nicotine strength of e-liquids used by adult vapers in Great Britain: A population survey 2016 to 2024.,2025,COI Declared,Not coded,Not applicable,,,
38886764,"Implementation of an ""opt-out"" tobacco treatment program in six hospitals in South Carolina.",2024,Tobacco Company,Not coded,Positive,cessation; quit ,,
38870568,"More than a ""characterizing flavor"": Menthol at subliminal levels in tobacco products.",2024,COI Declared,Not coded,Mixed,improve,initiation,
38869253,Quitting Smoking With … Smoke? Unauthorized Claims Used by Herbal Cigarette Manufacturers.,2024,Independent,Positive,Mixed,cessation; quit smoking; helps,deceptive; misleading; craving,
38859810,Tobacco industry strategies to influence the regulation of new and emerging tobacco and nicotine products in Latin America and the Caribbean.,2024,Independent,Not coded,Mixed,harm reduction; less harmful; safer; favorable,harmful; misleading; industry strategies,
38841573,Metal in biological samples from electronic cigarette users and those exposed to their second-hand aerosol: a narrative review.,2024,Independent,Not coded,Not applicable,,,
38831538,Perceptions of the Addictiveness of Low-Nicotine Cigarettes Versus Typical Cigarettes and Exposure to Tobacco Industry-Sponsored Corrective Campaign.,2024,Independent,Not coded,Negative,,addictive,
